order_city,order_state,order_zipcode,order_region,order_country,market,location_id
Hyderabad,Sind,,South Asia,Pakistan,Pacific Asia,1431
Kuching,Sarawak,,Southeast Asia,Malaysia,Pacific Asia,1432
Jieshou,Anhui,,Eastern Asia,China,Pacific Asia,1433
Lanxi,Zhejiang,,Eastern Asia,China,Pacific Asia,1434
Mount Gambier,Australia del Sur,,Oceania,Australia,Pacific Asia,1435
Wenling,Zhejiang,,Eastern Asia,China,Pacific Asia,1436
Melton,Victoria,,Oceania,Australia,Pacific Asia,1437
Jiangmen,Guangdong,,Eastern Asia,China,Pacific Asia,1438
Meerut,Uttar Pradesh,,South Asia,India,Pacific Asia,1439
Hangu,Tianjin,,Eastern Asia,China,Pacific Asia,1440
Mashhad,Jorasán Razaví,,South Asia,Iran,Pacific Asia,1441
Turkmenabat,Lebap,,Central Asia,Turkmenistan,Pacific Asia,1442
Durgapur,Maharashtra,,South Asia,India,Pacific Asia,1443
Whyalla,Australia del Sur,,Oceania,Australia,Pacific Asia,1444
Traralgon,Victoria,,Oceania,Australia,Pacific Asia,1445
Aurora,Colorado,80013,West of USA,United States,North America,1446
Salem,Virginia,24153,South of  USA,United States,North America,1447
Ponferrada,Castilla y León,,Southern Europe,Spain,Europe,1448
Irun,País Vasco,,Southern Europe,Spain,Europe,1449
Arezzo,Toscana,,Southern Europe,Italy,Europe,1450
Acireale,Sicilia,,Southern Europe,Italy,Europe,1451
Walsall,Inglaterra,,Northern Europe,United Kingdom,Europe,1452
Alicante,Valenciana,,Southern Europe,Spain,Europe,1453
Fontainebleau,Isla de Francia,,Western Europe,France,Europe,1454
Sevastopol,Sevastopol,,Eastern Europe,Ukraine,Europe,1455
Salina Cruz,Oaxaca,,Central America,Mexico,Latin America,1456
Guayaquil,Guayas,,South America,Ecuador,Latin America,1457
Maringá,Paraná,,South America,Brazil,Latin America,1458
Puente Alto,Santiago de Chile,,South America,Chile,Latin America,1459
San Luis Potosí,San Luis Potosí,,Central America,Mexico,Latin America,1460
San Pedro de Macorís,San Pedro de Macorís,,Caribbean,Dominican Republic,Latin America,1461
Itaituba,Pará,,South America,Brazil,Latin America,1462
Piedras Negras,Coahuila,,Central America,Mexico,Latin America,1463
Rancagua,O'Higgins,,South America,Chile,Latin America,1464
Antiguo Cuscatlán,La Libertad,,Central America,El Salvador,Latin America,1465
Santa Catarina,Nuevo León,,Central America,Mexico,Latin America,1466
Jequié,Bahía,,South America,Brazil,Latin America,1467
Baní,Peravia,,Caribbean,Dominican Republic,Latin America,1468
Amatitlán,Guatemala,,Central America,Guatemala,Latin America,1469
Simões Filho,Bahía,,South America,Brazil,Latin America,1470
Chapecó,Santa Catarina,,South America,Brazil,Latin America,1471
Resistencia,Chaco,,South America,Argentina,Latin America,1472
Barreirinhas,Marañón,,South America,Brazil,Latin America,1473
Paysandú,Paysandú,,South America,Uruguay,Latin America,1474
Jataí,Goiás,,South America,Brazil,Latin America,1475
Cruzeiro,São Paulo,,South America,Brazil,Latin America,1476
Rivera,Rivera,,South America,Uruguay,Latin America,1477
Uruguaiana,Rio Grande do Sul,,South America,Brazil,Latin America,1478
Arapiraca,Alagoas,,South America,Brazil,Latin America,1479
Guarapuava,Paraná,,South America,Brazil,Latin America,1480
San Francisco de Macorís,Duarte,,Caribbean,Dominican Republic,Latin America,1481
Córdoba,Córdoba,,South America,Argentina,Latin America,1482
Campeche,Campeche,,Central America,Mexico,Latin America,1483
Itajaí,Santa Catarina,,South America,Brazil,Latin America,1484
Turmero,Aragua,,South America,Venezuela,Latin America,1485
Bom Jesus da Lapa,Bahía,,South America,Brazil,Latin America,1486
Gaspar,Santa Catarina,,South America,Brazil,Latin America,1487
Linhares,Espíritu Santo,,South America,Brazil,Latin America,1488
Miramar,Tamaulipas,,Central America,Mexico,Latin America,1489
Ilhéus,Bahía,,South America,Brazil,Latin America,1490
Umuarama,Paraná,,South America,Brazil,Latin America,1491
São José dos Campos,São Paulo,,South America,Brazil,Latin America,1492
Ibiúna,São Paulo,,South America,Brazil,Latin America,1493
Praia Grande,São Paulo,,South America,Brazil,Latin America,1494
Cruz das Almas,Bahía,,South America,Brazil,Latin America,1495
Santa Cruz de la Sierra,Santa Cruz,,South America,Bolivia,Latin America,1496
Novo Gama,Goiás,,South America,Brazil,Latin America,1497
Pouso Alegre,Minas Gerais,,South America,Brazil,Latin America,1498
Jacobina,Bahía,,South America,Brazil,Latin America,1499
Asunción,Asunción,,South America,Paraguay,Latin America,1500
Paita,Piura,,South America,Peru,Latin America,1501
Apodaca,Nuevo León,,Central America,Mexico,Latin America,1502
Bayamo,Granma,,Caribbean,Cuba,Latin America,1503
Spanish Town,Santa Caterina,,Caribbean,Jamaica,Latin America,1504
Santo André,São Paulo,,South America,Brazil,Latin America,1505
Ciego de Ávila,Ciego de Ávila,,Caribbean,Cuba,Latin America,1506
Torreón,Coahuila,,Central America,Mexico,Latin America,1507
Limoeiro do Norte,Ceará,,South America,Brazil,Latin America,1508
Cajazeiras,Paraíba,,South America,Brazil,Latin America,1509
Pereira,Risaralda,,South America,Colombia,Latin America,1510
Camaçari,Bahía,,South America,Brazil,Latin America,1511
Franca,São Paulo,,South America,Brazil,Latin America,1512
Tupã,São Paulo,,South America,Brazil,Latin America,1513
Juiz de Fora,Minas Gerais,,South America,Brazil,Latin America,1514
Cajamarca,Cajamarca,,South America,Peru,Latin America,1515
Votuporanga,São Paulo,,South America,Brazil,Latin America,1516
Puerto Vallarta,Jalisco,,Central America,Mexico,Latin America,1517
Chinandega,Chinandega,,Central America,Nicaragua,Latin America,1518
Bayeux,Paraíba,,South America,Brazil,Latin America,1519
Antofagasta,Antofagasta,,South America,Chile,Latin America,1520
Sabanalarga,Atlántico,,South America,Colombia,Latin America,1521
Ji-Paraná,Rondônia,,South America,Brazil,Latin America,1522
San Juan de la Maguana,San Juan,,Caribbean,Dominican Republic,Latin America,1523
Araçatuba,São Paulo,,South America,Brazil,Latin America,1524
Canoas,Rio Grande do Sul,,South America,Brazil,Latin America,1525
Cancún,Quintana Roo,,Central America,Mexico,Latin America,1526
San Cristóbal,Táchira,,South America,Venezuela,Latin America,1527
Grajaú,Marañón,,South America,Brazil,Latin America,1528
Kirsehir,Kirsehir,,West Asia,Turkey,Pacific Asia,1529
Sandakan,Sabah,,Southeast Asia,Malaysia,Pacific Asia,1530
Asjabad,Asjabad,,Central Asia,Turkmenistan,Pacific Asia,1531
Binzhou,Shandong,,Eastern Asia,China,Pacific Asia,1532
Guiyang,Guizhou,,Eastern Asia,China,Pacific Asia,1533
Lower Hutt,Wellington,,Oceania,New Zealand,Pacific Asia,1534
Ballarat,Victoria,,Oceania,Australia,Pacific Asia,1535
Calamba,Calabarzón,,Southeast Asia,Philippines,Pacific Asia,1536
Kashan,Isfahán,,South Asia,Iran,Pacific Asia,1537
Amman,Amán,,West Asia,Jordan,Pacific Asia,1538
Al Mubarraz,Ash Sharqiyah,,West Asia,Saudi Arabia,Pacific Asia,1539
Yazd,Yazd,,South Asia,Iran,Pacific Asia,1540
Sakaka,Al Jawf,,West Asia,Saudi Arabia,Pacific Asia,1541
Chifeng,Mongolia Interior,,Eastern Asia,China,Pacific Asia,1542
Ludhiana,Punyab,,South Asia,India,Pacific Asia,1543
Kermanshah,Kermanshah,,South Asia,Iran,Pacific Asia,1544
Padang,Sumatra Occidental,,Southeast Asia,Indonesia,Pacific Asia,1545
Kowloon,Hong Kong,,Eastern Asia,Hong Kong,Pacific Asia,1546
Kokshetau,Akmola,,Central Asia,Kazakhstan,Pacific Asia,1547
Nazilli,Aydin,,West Asia,Turkey,Pacific Asia,1548
Nagasaki,Nagasaki,,Eastern Asia,Japan,Pacific Asia,1549
Sivas,Sivas,,West Asia,Turkey,Pacific Asia,1550
Firozabad,Uttar Pradesh,,South Asia,India,Pacific Asia,1551
Xiamen,Fujian,,Eastern Asia,China,Pacific Asia,1552
Ninghai,Shandong,,Eastern Asia,China,Pacific Asia,1553
Kozhikode,Kerala,,South Asia,India,Pacific Asia,1554
Xintai,Shandong,,Eastern Asia,China,Pacific Asia,1555
Mardin,Mardin,,West Asia,Turkey,Pacific Asia,1556
Kalyan,Maharashtra,,South Asia,India,Pacific Asia,1557
Boulogne-Billancourt,Isla de Francia,,Western Europe,France,Europe,1558
Targu Mures,Mures,,Eastern Europe,Romania,Europe,1559
Donets'k,Donetsk,,Eastern Europe,Ukraine,Europe,1560
Jerez de la Frontera,Andalucía,,Southern Europe,Spain,Europe,1561
Oberhausen,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,1562
Pontoise,Isla de Francia,,Western Europe,France,Europe,1563
Crawley,Inglaterra,,Northern Europe,United Kingdom,Europe,1564
Wasquehal,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,1565
Miass,Cheliábinsk,,Eastern Europe,Russia,Europe,1566
Villach,Carintia,,Western Europe,Austria,Europe,1567
Vladímir,Vladímir,,Eastern Europe,Russia,Europe,1568
Annemasse,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,1569
Metz,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,1570
Levallois-Perret,Isla de Francia,,Western Europe,France,Europe,1571
Givors,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,1572
Bélgorod,Bélgorod,,Eastern Europe,Russia,Europe,1573
Menden,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,1574
Arraiján,Panamá,,Central America,Panama,Latin America,1575
Rosario,Santa Fe,,South America,Argentina,Latin America,1576
Concepción del Uruguay,Entre Ríos,,South America,Argentina,Latin America,1577
Viña del Mar,Valparaíso,,South America,Chile,Latin America,1578
Apatzingán de la Constitución,Michoacán,,Central America,Mexico,Latin America,1579
Tecomán,Colima,,Central America,Mexico,Latin America,1580
Vitória,Espíritu Santo,,South America,Brazil,Latin America,1581
Portoviejo,Manabí,,South America,Ecuador,Latin America,1582
Trinidad,El Beni,,South America,Bolivia,Latin America,1583
Passo Fundo,Rio Grande do Sul,,South America,Brazil,Latin America,1584
Aracaju,Sergipe,,South America,Brazil,Latin America,1585
San Andrés Tuxtla,Veracruz,,Central America,Mexico,Latin America,1586
Jamundí,Valle del Cauca,,South America,Colombia,Latin America,1587
Tehuacán,Puebla,,Central America,Mexico,Latin America,1588
Lagos de Moreno,Jalisco,,Central America,Mexico,Latin America,1589
São Miguel dos Campos,Alagoas,,South America,Brazil,Latin America,1590
Sonsonate,Sonsonate,,Central America,El Salvador,Latin America,1591
Bezerros,Pernambuco,,South America,Brazil,Latin America,1592
Kochi,Kerala,,South Asia,India,Pacific Asia,1593
Invercargill,Southland,,Oceania,New Zealand,Pacific Asia,1594
Lanzhou,Gansu,,Eastern Asia,China,Pacific Asia,1595
Kilis,Kilis,,West Asia,Turkey,Pacific Asia,1596
Siirt,Siirt,,West Asia,Turkey,Pacific Asia,1597
Chaozhou,Guangdong,,Eastern Asia,China,Pacific Asia,1598
Erzurum,Erzurum,,West Asia,Turkey,Pacific Asia,1599
Tauranga,Bay of Plenty,,Oceania,New Zealand,Pacific Asia,1600
Sukkur,Sind,,South Asia,Pakistan,Pacific Asia,1601
Mysore,Karnataka,,South Asia,India,Pacific Asia,1602
Kolhapur,Maharashtra,,South Asia,India,Pacific Asia,1603
Jiaozuo,Henan,,Eastern Asia,China,Pacific Asia,1604
Aewŏl-li,Jeju,,Eastern Asia,South Korea,Pacific Asia,1605
Edogawa-ku,Tokio,,Eastern Asia,Japan,Pacific Asia,1606
Kastamonu,Kastamonu,,West Asia,Turkey,Pacific Asia,1607
Newark,Ohio,43055,East of USA,United States,North America,1608
Superior,Wisconsin,54880,US Center,United States,North America,1609
Regina,Saskatchewan,,Canada,Canada,North America,1610
Montréal,Quebec,,Canada,Canada,North America,1611
Tempe,Arizona,85281,West of USA,United States,North America,1612
San Diego,California,92024,West of USA,United States,North America,1613
Albuquerque,Nuevo México,87105,West of USA,United States,North America,1614
Wilson,Carolina del Norte,27893,South of  USA,United States,North America,1615
Mesquite,Texas,75150,US Center,United States,North America,1616
Woodland,California,95695,West of USA,United States,North America,1617
El Jadida,Dukala-Abda,,North Africa,Morocco,Africa,1618
Abha,Asir,,West Asia,Saudi Arabia,Pacific Asia,1619
Antakya,Hatay,,West Asia,Turkey,Pacific Asia,1620
Nzerekore,Nzérékoré,,West Africa,Guinea,Africa,1621
Likasi,Katanga,,Central Africa,Democratic Republic of the Congo,Africa,1622
Fort Lauderdale,Florida,33311,South of  USA,United States,North America,1623
Pasadena,Texas,77506,US Center,United States,North America,1624
Kent,Ohio,44240,East of USA,United States,North America,1625
Bangor,Maine,4401,East of USA,United States,North America,1626
Huntsville,Texas,77340,US Center,United States,North America,1627
Morristown,Nueva Jersey,7960,East of USA,United States,North America,1628
Decatur,Alabama,35601,South of  USA,United States,North America,1629
Miramar,Florida,33023,South of  USA,United States,North America,1630
Arlington,Virginia,22204,South of  USA,United States,North America,1631
Nashville,Tennessee,37211,South of  USA,United States,North America,1632
Santa Ana,California,92704,West of USA,United States,North America,1633
Marietta,Georgia,30062,South of  USA,United States,North America,1634
Miami,Florida,33178,South of  USA,United States,North America,1635
Pasadena,California,91104,West of USA,United States,North America,1636
Oak Park,Illinois,60302,US Center,United States,North America,1637
Wausau,Wisconsin,54401,US Center,United States,North America,1638
Fremont,Nebraska,68025,US Center,United States,North America,1639
Miami,Florida,33180,South of  USA,United States,North America,1640
Milwaukee,Wisconsin,53209,US Center,United States,North America,1641
Aurora,Illinois,60505,US Center,United States,North America,1642
Lakeville,Minnesota,55044,US Center,United States,North America,1643
Durham,Carolina del Norte,27707,South of  USA,United States,North America,1644
Anqing,Anhui,,Eastern Asia,China,Pacific Asia,1645
Taiyuan,Shanxi,,Eastern Asia,China,Pacific Asia,1646
Pimpri,Maharashtra,,South Asia,India,Pacific Asia,1647
Ichikawa,Chiba,,Eastern Asia,Japan,Pacific Asia,1648
Cournon-d'Auvergne,Auvernia,,Western Europe,France,Europe,1649
Oviedo,Asturias,,Southern Europe,Spain,Europe,1650
Clermont-Ferrand,Auvernia,,Western Europe,France,Europe,1651
Cardiff,Gales,,Northern Europe,United Kingdom,Europe,1652
Cork,Cork,,Northern Europe,Ireland,Europe,1653
Gladbeck,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,1654
Chieti,Abruzos,,Southern Europe,Italy,Europe,1655
Linz,Alta Austria,,Western Europe,Austria,Europe,1656
Sceaux,Isla de Francia,,Western Europe,France,Europe,1657
Montauban,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,1658
Sassari,Cerdeña,,Southern Europe,Italy,Europe,1659
La Plata,Buenos Aires (provincia),,South America,Argentina,Latin America,1660
Cuiabá,Mato Grosso,,South America,Brazil,Latin America,1661
Malambo,Atlántico,,South America,Colombia,Latin America,1662
Auch,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,1663
Lorca,Murcia,,Southern Europe,Spain,Europe,1664
Kingswood,Inglaterra,,Northern Europe,United Kingdom,Europe,1665
Draguignan,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,1666
Offenburg,Baden-Wurtemberg,,Western Europe,Germany,Europe,1667
Valles,San Luis Potosí,,Central America,Mexico,Latin America,1668
Morón,Ciego de Ávila,,Caribbean,Cuba,Latin America,1669
São Benedito,Ceará,,South America,Brazil,Latin America,1670
Silao,Guanajuato,,Central America,Mexico,Latin America,1671
Enugu,Enugu,,West Africa,Nigeria,Africa,1672
Mombasa,Costa,,East Africa,Kenya,Africa,1673
Sohag,Suhaj,,North Africa,Egypt,Africa,1674
Watford,Inglaterra,,Northern Europe,United Kingdom,Europe,1675
Albi,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,1676
Loures,Lisboa,,Southern Europe,Portugal,Europe,1677
Villeurbanne,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,1678
Tallaght,Dublín del Sur,,Northern Europe,Ireland,Europe,1679
Stavanger,Rogaland,,Northern Europe,Norway,Europe,1680
Poissy,Isla de Francia,,Western Europe,France,Europe,1681
Aachen,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,1682
Rybinsk,Yaroslavl,,Eastern Europe,Russia,Europe,1683
San Fernando,Andalucía,,Southern Europe,Spain,Europe,1684
Ruda Slaska,Silesia,,Eastern Europe,Poland,Europe,1685
Darmstadt,Hesse,,Western Europe,Germany,Europe,1686
Worms,Renania-Palatinado,,Western Europe,Germany,Europe,1687
Livry-Gargan,Isla de Francia,,Western Europe,France,Europe,1688
Zwolle,Overijssel,,Western Europe,Netherlands,Europe,1689
Suresnes,Isla de Francia,,Western Europe,France,Europe,1690
Langen,Hesse,,Western Europe,Germany,Europe,1691
Les Clayes-sous-Bois,Isla de Francia,,Western Europe,France,Europe,1692
Krefeld,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,1693
Fort-de-France,Martinica,,Caribbean,Martinique,Latin America,1694
Jacareí,São Paulo,,South America,Brazil,Latin America,1695
Cartagena,Bolívar,,South America,Colombia,Latin America,1696
Bajos de Haina,San Cristóbal,,Caribbean,Dominican Republic,Latin America,1697
Los Ángeles,Bío-Bío,,South America,Chile,Latin America,1698
Maracay,Aragua,,South America,Venezuela,Latin America,1699
Qitaihe,Heilongjiang,,Eastern Asia,China,Pacific Asia,1700
Tangshan,Hebei,,Eastern Asia,China,Pacific Asia,1701
Ganganagar,Rajastán,,South Asia,India,Pacific Asia,1702
Panihati,Bengala Occidental,,South Asia,India,Pacific Asia,1703
Cankaya,Ankara,,West Asia,Turkey,Pacific Asia,1704
Tieling,Liaoning,,Eastern Asia,China,Pacific Asia,1705
Balikesir,Balikesir,,West Asia,Turkey,Pacific Asia,1706
Tiruppur,Tamil Nadu,,South Asia,India,Pacific Asia,1707
Saharanpur,Uttar Pradesh,,South Asia,India,Pacific Asia,1708
Laohekou,Hubei,,Eastern Asia,China,Pacific Asia,1709
Bellary,Karnataka,,South Asia,India,Pacific Asia,1710
Tyler,Texas,75701,US Center,United States,North America,1711
Jonesboro,Arkansas,72401,South of  USA,United States,North America,1712
Vancouver,Washington,98661,West of USA,United States,North America,1713
Detroit,Michigan,48234,US Center,United States,North America,1714
Santa Clara,California,95051,West of USA,United States,North America,1715
Florence,Kentucky,41042,South of  USA,United States,North America,1716
Portage,Indiana,46368,US Center,United States,North America,1717
Balti,Balti,,Eastern Europe,Moldova,Europe,1718
Osijek,Osjecko-Baranjska,,Southern Europe,Croatia,Europe,1719
Lisichansk,Lugansk,,Eastern Europe,Ukraine,Europe,1720
Lambaré,Central,,South America,Paraguay,Latin America,1721
Jodhpur,Rajastán,,South Asia,India,Pacific Asia,1722
La Mesa,California,91941,West of USA,United States,North America,1723
Katowice,Silesia,,Eastern Europe,Poland,Europe,1724
Jamnagar,Guyarat,,South Asia,India,Pacific Asia,1725
Kayseri,Kayseri,,West Asia,Turkey,Pacific Asia,1726
Mecca,Meca,,West Asia,Saudi Arabia,Pacific Asia,1727
